"Station.Code","WY","Organism","sumCPUE","totalCPUE","percent","Org2"
"SHR","WY17","Acanthocyclops sp.",8.61152104174452,76233.2666266024,0.0112962771016026,"Other"
"SHR","WY17","Alonella",58.6520212439159,76233.2666266024,0.0769375678615465,"Other"
"SHR","WY17","Acanthocyclops vernalis adult",3832.59254432864,76233.2666266024,5.02745417312501,"Acanthocyclops vernalis adult"
"SHR","WY17","Eurycerus",5.17202133171518,76233.2666266024,0.00678446767478589,"Other"
"SHR","WY17","Ceriodaphnia",4312.0503139841,76233.2666266024,5.65638927045449,"Ceriodaphnia"
"SHR","WY17","Diaphanosoma",743.396744263247,76233.2666266024,0.975160552812821,"Other"
"SHR","WY17","Rotifers",18613.3860049753,76233.2666266024,24.4163563082576,"Rotifers"
"SHR","WY17","Skistodiaptomus pallidus adult",24.6473029724072,76233.2666266024,0.0323314270305797,"Other"
"SHR","WY17","Alona",368.385839263717,76233.2666266024,0.483235017421075,"Other"
"SHR","WY17","Cyclopoid adult",1778.18886768827,76233.2666266024,2.33256286444868,"Other"
"SHR","WY17","Chydorus",1695.30352016316,76233.2666266024,2.22383690897953,"Other"
"SHR","WY17","Bosmina",22500.7838382561,76233.2666266024,29.5157020470696,"Bosmina"
"SHR","WY17","Scaphloberis",28.1900921342117,76233.2666266024,0.0369787277676154,"Other"
"SHR","WY17","Disparalona",14.0793180368086,76233.2666266024,0.0184687324311713,"Other"
"SHR","WY17","Cyclopoid copepodid",13229.2940393734,76233.2666266024,17.3537021628258,"Cyclopoid copepodid"
"SHR","WY17","Ilyocryptus",119.783370321255,76233.2666266024,0.157127426938117,"Other"
"SHR","WY17","Copepod nauplii",1148.06428285446,76233.2666266024,1.50598857120708,"Other"
"SHR","WY17","Ectocyclops phaleratus",26.6686931410604,76233.2666266024,0.0349830124316804,"Other"
"SHR","WY17","Eucyclops agilis",2.1691636387925,76233.2666266024,0.00284542921322953,"Other"
"SHR","WY17","Calanoid copepodids",976.46776380381,76233.2666266024,1.28089455825977,"Other"
"SHR","WY17","Daphnia",4243.98780656299,76233.2666266024,5.56710737236335,"Daphnia"
"SHR","WY17","Arctodiaptomus dorsalis",56.5693725512353,76233.2666266024,0.0742056257779394,"Other"
"SHR","WY17","Osphranticum labronectum",20.2419916477138,76233.2666266024,0.0265527013906685,"Other"
"SHR","WY17","Eucyclops elegans",17.4496558296978,76233.2666266024,0.022889817794596,"Other"
"SHR","WY17","Eucyclops spp.",18.6492577737928,76233.2666266024,0.0244634115774398,"Other"
"SHR","WY17","Camptocercus",4.06962849136842,76233.2666266024,0.00533838922487978,"Other"
"SHR","WY17","Hesperodiaptomus spp. adult",1.97998815951257,76233.2666266024,0.00259727576572408,"Other"
"SHR","WY17","Paracyclops spp.",11.3310125402537,76233.2666266024,0.0148636061940701,"Other"
"SHR","WY17","Harpacticoids",140.621471485506,76233.2666266024,0.184462082904413,"Other"
"SHR","WY17","Paracyclops poppei",5.69993497400716,76233.2666266024,0.00747696540661962,"Other"
"SHR","WY17","Calanoid adult",94.1714374184622,76233.2666266024,0.12353063378449,"Other"
"SHR","WY17","Diacyclops thomasi",812.459824188489,76233.2666266024,1.0657549651755,"Other"
"SHR","WY17","Moina",60.7855788319291,76233.2666266024,0.0797362903647597,"Other"
"SHR","WY17","Eucyclops prionophorus",34.4238325630598,76233.2666266024,0.0451559195694327,"Other"
"SHR","WY17","Kurzia",18.9565733956794,76233.2666266024,0.0248665369261039,"Other"
"SHR","WY17","Pleuroxus",12.9196027630916,76233.2666266024,0.0169474605179561,"Other"
"SHR","WY17","Paracyclops chiltoni",17.3695381674234,76233.2666266024,0.0227847223870138,"Other"
"SHR","WY17","Ostracods",178.584004572681,76233.2666266024,0.23425993988609,"Other"
"SHR","WY17","Hesperodiaptomus cf. californiensis",49.5467629550734,76233.2666266024,0.0649936243684244,"Other"
"SHR","WY17","Picripleuroxus",22.8087914027827,76233.2666266024,0.029919735060682,"Other"
"SHR","WY17","Macrothrix",66.3577916198743,76233.2666266024,0.0870457144974528,"Other"
"SHR","WY17","Sida",31.2907137082488,76233.2666266024,0.041046009298688,"Other"
"SHR","WY17","Leydigia",11.5181217381614,76233.2666266024,0.0151090491695419,"Other"
"SHR","WY17","Simocephalus",150.868292220234,76233.2666266024,0.197903486097743,"Other"
"SHR","WY17","Mesocyclops edax",269.285511413329,76233.2666266024,0.353238846148775,"Other"
"SHR","WY17","Paracyclops fimbriatus",40.9637668447377,76233.2666266024,0.0537347652244551,"Other"
"SHR","WY17","Microcyclops rubellus",93.792887638868,76233.2666266024,0.123034066083347,"Other"
"SHR","WY17","Other Calanoids",8.5807010172975,76233.2666266024,0.0112558485251938,"Other"
"SHR","WY17","Monospilus",252.095511310737,76233.2666266024,0.330689635202862,"Other"
"SHR","WY18","Graptoleberis",4.10957935274246,25750.2703358793,0.0159593639178861,"Other"
